Case_ID,Case_Type,Priority,Received_Date,Start_Time,End_Time,Agent_ID,Agent_Name,Department,Status,SLA_Target_Hours,Country
CASE-108245,Fraud Alert,Medium,2026-03-08,2026-03-08 21:21:44,2026-03-10 01:53:08,AGT0071,James Martin,Fraud Operations,Closed,40,United States
CASE-108246,Fraud Alert,Medium,2025-11-15,2025-11-15 12:47:01,2025-11-16 13:59:12,AGT0059,Daniel Baker,Fraud Operations,Closed,40,Australia
CASE-108247,AML Review,Medium,2025-11-02,2025-11-02 15:05:36,2025-11-04 03:38:56,AGT0061,Matthew Parker,AML Operations,Closed,60,France
CASE-108248,AML Review,Medium,2026-06-18,2026-06-18 23:23:54,,AGT0043,Michelle Taylor,AML Operations,Open,60,Brazil
CASE-108249,Fraud Alert,Medium,2026-07-23,2026-07-23 04:13:48,2026-07-23 16:28:37,AGT0092,Susan Chavez,Fraud Operations,Closed,40,France
CASE-108250,KYC Review,Low,2025-12-24,2025-12-24 06:59:48,2025-12-25 03:36:32,AGT0077,Betty Mendoza,KYC Operations,Closed,32,India
CASE-108251,AML Review,High,2025-09-12,2025-09-12 18:49:11,2025-09-14 04:49:28,AGT0027,Katherine Brown,AML Operations,Closed,90,Canada
CASE-108252,AML Review,High,2025-12-18,2025-12-18 07:54:27,2025-12-22 00:11:19,AGT0070,Christopher Lee,AML Operations,Closed,90,Philippines
CASE-108253,AML Review,Medium,2025-11-01,2025-11-01 19:59:19,,AGT0037,Noah Flores,AML Operations,Pending,60,Germany
CASE-108254,AML Review,Low,2026-03-21,2026-03-22 02:21:59,2026-03-22 11:02:47,AGT0067,Emma Roberts,AML Operations,Closed,40,India
CASE-108255,Fraud Alert,High,2026-04-17,2026-04-17 13:50:32,2026-04-18 06:44:44,AGT0008,Stephen Hill,Fraud Operations,Closed,48,Singapore
CASE-108256,Fraud Alert,High,2026-02-24,2026-02-24 03:46:19,2026-02-26 10:04:01,AGT0080,Nicole Phillips,Fraud Operations,Closed,48,United States
CASE-108257,AML Review,Medium,2026-07-13,2026-07-13 08:21:41,2026-07-13 14:15:45,AGT0016,Amanda Jones,AML Operations,Closed,60,France
CASE-108258,AML Review,Medium,2026-05-29,2026-05-29 12:20:10,2026-05-30 14:14:20,AGT0076,Ahmed Rogers,AML Operations,Closed,60,United States
CASE-108259,KYC Review,Medium,2025-08-16,2025-08-16 18:29:47,2025-08-18 05:29:59,AGT0087,Jason Young,KYC Operations,Closed,50,Canada
CASE-108260,AML Review,Low,2025-08-28,2025-08-28 21:25:32,2025-08-29 19:50:07,AGT0085,Omar Morgan,AML Operations,Closed,40,India
CASE-108261,AML Review,Medium,2026-01-14,2026-01-14 04:10:35,2026-01-14 13:12:51,AGT0007,Mary Thompson,AML Operations,Closed,60,South Africa
CASE-108262,KYC Review,Medium,2026-03-06,2026-03-06 08:34:12,2026-03-07 13:00:05,AGT0087,Jason Young,KYC Operations,Closed,50,Germany
CASE-108263,AML Review,Low,2026-04-03,2026-04-03 23:23:54,,AGT0008,Stephen Hill,AML Operations,Pending,40,Japan
CASE-108264,Fraud Alert,Low,2025-10-28,2025-10-28 08:02:14,2025-10-28 14:04:43,AGT0017,Edward Cooper,Fraud Operations,Closed,30,United Kingdom
CASE-108265,AML Review,Medium,2025-10-25,2025-10-25 02:51:37,2025-10-25 14:42:02,AGT0007,Mary Thompson,AML Operations,Closed,60,Australia
CASE-108266,AML Review,Low,2025-12-17,2025-12-17 22:00:54,2025-12-18 03:25:52,AGT0082,Sandra Diaz,AML Operations,Closed,40,Canada
CASE-108267,AML Review,Low,2025-12-28,2025-12-28 10:24:06,2025-12-28 23:33:58,AGT0070,Christopher Lee,AML Operations,Closed,40,Australia
CASE-108268,AML Review,Low,2025-09-01,2025-09-01 23:06:12,2025-09-02 06:06:11,AGT0088,Pamela Moore,AML Operations,Closed,40,Singapore
CASE-108269,AML Review,Medium,2025-12-08,2025-12-08 13:36:50,2025-12-10 07:43:41,AGT0037,Noah Flores,AML Operations,Closed,60,India
CASE-108270,AML Review,Medium,2026-01-11,2026-01-11 10:29:22,2026-01-12 19:50:58,AGT0061,Matthew Parker,AML Operations,Closed,60,United States
CASE-108271,AML Review,High,2026-02-08,2026-02-08 21:21:29,,AGT0088,Pamela Moore,AML Operations,Open,90,United States
CASE-108272,KYC Review,Medium,2026-05-11,2026-05-11 01:46:50,2026-05-12 12:23:17,AGT0087,Jason Young,KYC Operations,Closed,50,United States
CASE-108273,Fraud Alert,Low,2025-12-21,2025-12-21 20:32:01,2025-12-22 00:29:16,AGT0014,Jeffrey Hall,Fraud Operations,Closed,30,Japan
CASE-108274,KYC Review,Medium,2025-11-16,2025-11-16 17:46:12,2025-11-17 00:46:26,AGT0018,Sofia Cox,KYC Operations,Closed,50,Canada
CASE-108275,AML Review,Medium,2025-10-02,2025-10-02 15:19:44,2025-10-03 16:24:53,AGT0028,Anthony Gray,AML Operations,Closed,60,United States
CASE-108276,Fraud Alert,Medium,2025-08-14,2025-08-14 11:06:50,2025-08-15 01:05:32,AGT0092,Susan Chavez,Fraud Operations,Closed,40,United Kingdom
CASE-108277,Fraud Alert,Low,2025-10-20,2025-10-20 12:13:35,2025-10-20 21:05:11,AGT0086,Robert Bailey,Fraud Operations,Closed,30,Japan
CASE-108278,AML Review,High,2026-07-20,2026-07-20 11:22:28,2026-07-22 13:29:26,AGT0013,Sharon Richardson,AML Operations,Closed,90,United Kingdom
CASE-108279,AML Review,High,2025-07-30,2025-07-30 00:38:23,,AGT0052,George Gutierrez,AML Operations,Open,90,United States
CASE-108280,AML Review,High,2025-11-17,2025-11-17 18:41:23,2025-11-20 15:46:05,AGT0013,Sharon Richardson,AML Operations,Closed,90,United States
CASE-108281,Fraud Alert,Medium,2026-06-09,2026-06-09 12:35:59,2026-06-09 22:53:04,AGT0089,Barbara King,Fraud Operations,Closed,40,South Africa
CASE-108282,AML Review,Medium,2025-12-08,2025-12-08 19:34:27,,AGT0016,Amanda Jones,AML Operations,Pending,60,Ireland
CASE-108283,AML Review,Medium,2025-12-13,2025-12-13 14:25:43,2025-12-14 23:11:17,AGT0082,Sandra Diaz,AML Operations,Closed,60,United States
CASE-108284,AML Review,High,2026-05-22,2026-05-23 03:39:35,2026-05-24 05:50:00,AGT0058,Jonathan Ward,AML Operations,Closed,90,United States
CASE-108285,Fraud Alert,Medium,2025-08-09,2025-08-09 22:27:39,2025-08-11 02:45:36,AGT0035,Justin Martinez,Fraud Operations,Closed,40,France
CASE-108286,Fraud Alert,Medium,2026-03-25,2026-03-25 21:16:31,2026-03-27 17:51:43,AGT0068,Carol Rodriguez,Fraud Operations,Closed,40,Mexico
CASE-108287,KYC Review,Medium,2026-07-03,2026-07-03 21:40:54,2026-07-04 10:03:30,AGT0012,David Ortiz,KYC Operations,Closed,50,Mexico
CASE-108288,Fraud Alert,Medium,2026-03-31,2026-04-01 02:41:48,2026-04-01 23:28:26,AGT0047,Kathleen Myers,Fraud Operations,Closed,40,United States
CASE-108289,AML Review,Medium,2025-09-10,2025-09-10 12:49:07,2025-09-11 03:53:06,AGT0097,Maria Green,AML Operations,Closed,60,France
CASE-108290,KYC Review,Medium,2026-04-08,2026-04-08 22:13:29,,AGT0057,Ryan Davis,KYC Operations,Pending,50,Australia
CASE-108291,Fraud Alert,Medium,2025-11-09,2025-11-10 01:01:13,2025-11-11 00:31:05,AGT0032,Melissa Stewart,Fraud Operations,Closed,40,India
CASE-108292,AML Review,Medium,2026-02-01,2026-02-01 05:00:38,2026-02-02 10:56:14,AGT0022,Nancy Patel,AML Operations,Closed,60,United States
CASE-108293,Fraud Alert,High,2026-03-12,2026-03-13 15:56:33,2026-03-14 00:47:57,AGT0029,Mei Thomas,Fraud Operations,Closed,48,Australia
CASE-108294,Fraud Alert,Low,2026-01-19,2026-01-19 16:16:22,2026-01-19 23:30:54,AGT0075,Rebecca Sanders,Fraud Operations,Closed,30,India
CASE-108295,KYC Review,Low,2026-02-21,2026-02-21 18:13:00,2026-02-22 08:19:46,AGT0048,Jacob Hughes,KYC Operations,Closed,32,United States
CASE-108296,Fraud Alert,Low,2026-02-07,2026-02-07 09:44:44,,AGT0026,Deborah Long,Fraud Operations,Open,30,United States
CASE-108297,Fraud Alert,Medium,2025-08-27,2025-08-27 14:31:54,2025-08-28 13:18:42,AGT0005,Shirley Morris,Fraud Operations,Closed,40,India
CASE-108298,Fraud Alert,Medium,2026-07-14,2026-07-14 05:08:22,2026-07-14 18:53:12,AGT0008,Stephen Hill,Fraud Operations,Closed,40,South Africa
CASE-108299,AML Review,Medium,2026-04-14,2026-04-14 22:34:51,,AGT0034,Amy White,AML Operations,Open,60,Mexico
CASE-108300,Fraud Alert,Medium,2025-08-23,2025-08-23 08:27:08,,AGT0008,Stephen Hill,Fraud Operations,Pending,40,Canada
CASE-108301,KYC Review,Medium,2026-07-15,2026-07-15 07:26:34,2026-07-16 06:59:15,AGT0081,Nicholas Ross,KYC Operations,Closed,50,Mexico
CASE-108302,Fraud Alert,High,2025-09-18,2025-09-18 00:40:02,2025-09-20 22:07:03,AGT0098,Patricia Alvarez,Fraud Operations,Closed,48,Ireland
CASE-108303,KYC Review,Medium,2025-12-28,2025-12-28 17:34:21,2025-12-30 03:09:51,AGT0045,Charles Robinson,KYC Operations,Closed,50,India
CASE-108304,KYC Review,Low,2026-03-13,2026-03-14 02:07:05,,AGT0090,Helen Jackson,KYC Operations,Pending,32,United Kingdom
CASE-108305,AML Review,Low,2026-05-07,2026-05-07 14:02:23,2026-05-08 02:44:54,AGT0019,Scott Walker,AML Operations,Closed,40,Australia
CASE-108306,AML Review,Medium,2025-11-21,2025-11-21 22:18:03,2025-11-23 21:42:58,AGT0049,Linda Cruz,AML Operations,Closed,60,United Kingdom
CASE-108307,AML Review,Medium,2026-02-28,2026-02-28 08:02:34,2026-03-01 14:11:43,AGT0037,Noah Flores,AML Operations,Closed,60,India
CASE-108308,AML Review,Medium,2025-08-11,2025-08-11 10:37:12,2025-08-12 12:09:34,AGT0100,Samantha Ramirez,AML Operations,Closed,60,United States
CASE-108309,Fraud Alert,Medium,2026-03-08,2026-03-08 17:33:36,2026-03-09 05:34:06,AGT0029,Mei Thomas,Fraud Operations,Closed,40,South Africa
CASE-108310,AML Review,Medium,2026-05-23,2026-05-23 19:01:14,2026-05-24 15:49:16,AGT0028,Anthony Gray,AML Operations,Closed,60,United Arab Emirates
CASE-108311,AML Review,Low,2025-08-06,2025-08-07 00:17:28,2025-08-07 07:04:57,AGT0001,Kevin Edwards,AML Operations,Closed,40,United Kingdom
CASE-108312,KYC Review,Medium,2026-03-06,2026-03-06 10:21:21,2026-03-07 14:54:47,AGT0063,Michael Morales,KYC Operations,Closed,50,South Africa
CASE-108313,Fraud Alert,Medium,2026-02-16,2026-02-16 17:25:55,2026-02-17 06:50:47,AGT0068,Carol Rodriguez,Fraud Operations,Closed,40,United States
CASE-108314,Fraud Alert,Medium,2025-09-23,2025-09-23 21:22:42,,AGT0068,Carol Rodriguez,Fraud Operations,Pending,40,United States
CASE-108315,AML Review,High,2025-10-25,2025-10-25 08:37:05,2025-10-26 11:17:47,AGT0025,Benjamin James,AML Operations,Closed,90,United States
CASE-108316,KYC Review,Low,2026-03-24,2026-03-25 03:30:50,,AGT0033,Cynthia Rivera,KYC Operations,Open,32,United Kingdom
CASE-108317,KYC Review,Low,2025-09-03,2025-09-04 01:54:15,2025-09-04 11:06:41,AGT0042,Lisa Watson,KYC Operations,Closed,32,United States
CASE-108318,AML Review,Low,2026-04-12,2026-04-12 21:25:03,,AGT0049,Linda Cruz,AML Operations,Open,40,Australia
CASE-108319,Fraud Alert,Low,2026-04-09,2026-04-09 21:50:17,2026-04-10 06:20:42,AGT0068,Carol Rodriguez,Fraud Operations,Closed,30,United States
CASE-108320,AML Review,Medium,2026-04-07,2026-04-07 13:32:15,2026-04-08 23:17:05,AGT0079,Raj Campbell,AML Operations,Closed,60,India
CASE-108321,AML Review,High,2025-08-16,2025-08-16 16:23:03,,AGT0079,Raj Campbell,AML Operations,Pending,90,Germany
CASE-108322,Fraud Alert,Medium,2025-11-06,2025-11-07 04:28:58,2025-11-07 14:57:40,AGT0053,John Kim,Fraud Operations,Closed,40,Australia
CASE-108323,Fraud Alert,Medium,2025-12-26,2025-12-26 14:10:53,2025-12-27 16:05:09,AGT0071,James Martin,Fraud Operations,Closed,40,United States
CASE-108324,AML Review,Medium,2026-07-14,2026-07-15 00:38:03,2026-07-16 13:37:30,AGT0076,Ahmed Rogers,AML Operations,Closed,60,Singapore
CASE-108325,AML Review,Low,2026-04-07,2026-04-07 20:43:25,2026-04-08 15:55:09,AGT0007,Mary Thompson,AML Operations,Closed,40,United States
CASE-108326,Fraud Alert,Medium,2025-08-05,2025-08-05 13:06:18,,AGT0099,Joseph Reed,Fraud Operations,Pending,40,Germany
CASE-108327,KYC Review,Low,2026-06-15,2026-06-15 12:27:51,2026-06-15 18:43:03,AGT0054,Stephanie Ramos,KYC Operations,Closed,32,United Kingdom
CASE-108328,KYC Review,Medium,2026-07-02,2026-07-03 01:55:03,2026-07-03 17:45:11,AGT0021,Donald Mitchell,KYC Operations,Closed,50,Mexico
CASE-108329,Fraud Alert,Medium,2025-10-02,2025-10-02 06:19:24,2025-10-03 07:09:17,AGT0080,Nicole Phillips,Fraud Operations,Closed,40,United Kingdom
CASE-108330,AML Review,Low,2026-07-14,2026-07-14 17:27:27,2026-07-14 23:14:31,AGT0016,Amanda Jones,AML Operations,Closed,40,United States
CASE-108331,Fraud Alert,Medium,2026-06-20,2026-06-20 22:51:34,,AGT0065,Samuel Reyes,Fraud Operations,Pending,40,Brazil
CASE-108332,AML Review,High,2026-07-17,2026-07-17 02:55:56,2026-07-17 19:10:23,AGT0004,Elizabeth Wilson,AML Operations,Closed,90,India
CASE-108333,AML Review,High,2026-02-14,2026-02-14 16:33:42,,AGT0073,Laura Miller,AML Operations,Pending,90,South Africa
CASE-108334,AML Review,Low,2026-02-09,2026-02-09 14:56:37,2026-02-09 18:16:37,AGT0025,Benjamin James,AML Operations,Closed,40,United States
CASE-108335,Fraud Alert,Medium,2025-08-24,2025-08-24 10:39:45,,AGT0035,Justin Martinez,Fraud Operations,Pending,40,India
CASE-108336,KYC Review,Low,2025-10-15,2025-10-15 21:20:15,2025-10-16 05:10:07,AGT0039,Priya Foster,KYC Operations,Closed,32,India
CASE-108337,KYC Review,Medium,2026-07-05,2026-07-05 05:21:10,2026-07-06 06:13:37,AGT0099,Joseph Reed,KYC Operations,Closed,50,United States
CASE-108338,AML Review,Medium,2026-05-17,2026-05-17 21:45:30,2026-05-19 03:32:38,AGT0073,Laura Miller,AML Operations,Closed,60,Japan
CASE-108339,AML Review,Medium,2026-04-10,2026-04-11 00:28:48,2026-04-11 21:02:17,AGT0001,Kevin Edwards,AML Operations,Closed,60,United States
CASE-108340,KYC Review,Medium,2026-05-10,2026-05-11 00:39:05,2026-05-11 13:30:19,AGT0006,Ronald Harris,KYC Operations,Closed,50,United States
CASE-108341,KYC Review,High,2026-04-01,2026-04-01 06:23:13,2026-04-02 18:32:26,AGT0016,Amanda Jones,KYC Operations,Closed,75,United States
CASE-108342,AML Review,Low,2026-02-23,2026-02-23 16:10:39,2026-02-24 03:50:12,AGT0079,Raj Campbell,AML Operations,Closed,40,Germany
CASE-108343,Fraud Alert,Medium,2025-11-05,2025-11-05 12:58:33,,AGT0021,Donald Mitchell,Fraud Operations,Open,40,Canada
CASE-108344,Fraud Alert,Low,2026-03-15,2026-03-15 05:07:05,,AGT0044,Kenneth Cook,Fraud Operations,Open,30,India
CASE-108345,Fraud Alert,High,2025-12-28,2025-12-29 05:25:05,,AGT0050,Paul Perez,Fraud Operations,Pending,48,Australia
CASE-108346,AML Review,High,2026-02-16,2026-02-16 22:05:49,,AGT0022,Nancy Patel,AML Operations,Open,90,India
CASE-108347,Fraud Alert,Medium,2025-08-08,2025-08-08 08:26:00,2025-08-09 06:12:08,AGT0083,Margaret Howard,Fraud Operations,Closed,40,Japan
CASE-108348,KYC Review,Medium,2026-05-22,2026-05-23 01:08:54,2026-05-23 15:48:48,AGT0078,Anna Lewis,KYC Operations,Closed,50,United States
CASE-108349,KYC Review,Medium,2026-06-29,2026-06-29 10:25:52,2026-06-30 07:50:46,AGT0075,Rebecca Sanders,KYC Operations,Closed,50,Singapore
CASE-108350,KYC Review,Low,2025-09-06,2025-09-06 13:41:45,2025-09-06 19:41:27,AGT0019,Scott Walker,KYC Operations,Closed,32,United States
CASE-108351,Fraud Alert,Medium,2025-12-25,2025-12-26 00:03:02,,AGT0024,Aisha Turner,Fraud Operations,Pending,40,South Africa
CASE-108352,KYC Review,Medium,2025-08-02,2025-08-02 10:48:48,,AGT0018,Sofia Cox,KYC Operations,Open,50,Ireland
CASE-108353,Fraud Alert,High,2026-05-09,2026-05-10 01:56:58,,AGT0074,Carlos Lopez,Fraud Operations,Pending,48,United Kingdom
CASE-108354,AML Review,High,2026-03-11,2026-03-11 06:52:12,2026-03-12 06:22:19,AGT0056,Joshua Price,AML Operations,Closed,90,United Kingdom
CASE-108355,Fraud Alert,Medium,2026-05-26,2026-05-26 11:23:08,2026-05-27 08:09:30,AGT0094,Mark Murphy,Fraud Operations,Closed,40,United States
CASE-108356,Fraud Alert,High,2026-01-14,2026-01-14 21:20:19,2026-01-18 03:41:01,AGT0047,Kathleen Myers,Fraud Operations,Closed,48,United States
CASE-108357,AML Review,Low,2025-07-25,2025-07-25 20:35:35,,AGT0094,Mark Murphy,AML Operations,Open,40,Japan
CASE-108358,AML Review,Low,2026-05-30,2026-05-30 19:49:02,2026-05-31 00:49:07,AGT0004,Elizabeth Wilson,AML Operations,Closed,40,Canada
CASE-108359,Fraud Alert,High,2025-12-10,2025-12-10 09:49:10,2025-12-10 22:21:43,AGT0020,Donna Williams,Fraud Operations,Closed,48,Australia
CASE-108360,KYC Review,Medium,2026-04-12,2026-04-12 10:36:37,2026-04-13 05:06:48,AGT0024,Aisha Turner,KYC Operations,Closed,50,Canada
CASE-108361,KYC Review,High,2025-11-26,2025-11-26 02:27:57,2025-11-28 01:57:42,AGT0021,Donald Mitchell,KYC Operations,Closed,75,Canada
CASE-108362,Fraud Alert,Medium,2026-07-14,2026-07-14 05:43:41,2026-07-15 02:34:21,AGT0071,James Martin,Fraud Operations,Closed,40,United States
CASE-108363,AML Review,Medium,2026-04-25,2026-04-25 07:44:29,2026-04-26 22:30:00,AGT0076,Ahmed Rogers,AML Operations,Closed,60,United Arab Emirates
CASE-108364,KYC Review,High,2026-04-07,2026-04-07 04:25:29,2026-04-08 20:13:51,AGT0033,Cynthia Rivera,KYC Operations,Closed,75,Germany
CASE-108365,AML Review,High,2026-02-01,2026-02-02 02:08:11,2026-02-03 12:56:36,AGT0004,Elizabeth Wilson,AML Operations,Closed,90,United States
CASE-108366,Fraud Alert,Low,2025-11-14,2025-11-14 04:13:20,2025-11-14 09:17:15,AGT0086,Robert Bailey,Fraud Operations,Closed,30,United Kingdom
CASE-108367,Fraud Alert,Medium,2026-06-19,2026-06-20 03:29:50,2026-06-20 20:29:03,AGT0077,Betty Mendoza,Fraud Operations,Closed,40,United States
CASE-108368,AML Review,Medium,2025-08-19,2025-08-19 04:10:42,,AGT0088,Pamela Moore,AML Operations,Open,60,India
CASE-108369,Fraud Alert,Medium,2025-11-30,2025-12-01 00:11:04,2025-12-01 17:57:36,AGT0053,John Kim,Fraud Operations,Closed,40,Ireland
CASE-108370,Fraud Alert,High,2026-06-25,2026-06-25 10:51:09,2026-06-27 06:29:56,AGT0055,Thomas Wright,Fraud Operations,Closed,48,France
CASE-108371,KYC Review,High,2026-06-23,2026-06-23 21:27:11,,AGT0024,Aisha Turner,KYC Operations,Pending,75,Mexico
CASE-108372,KYC Review,Low,2025-07-24,2025-07-24 08:25:12,2025-07-24 11:46:25,AGT0021,Donald Mitchell,KYC Operations,Closed,32,Australia
CASE-108373,Fraud Alert,Low,2025-08-16,2025-08-16 10:31:24,,AGT0063,Michael Morales,Fraud Operations,Pending,30,United States
CASE-108374,AML Review,Low,2026-05-26,2026-05-26 11:51:49,2026-05-27 02:36:15,AGT0082,Sandra Diaz,AML Operations,Closed,40,Germany
CASE-108375,AML Review,Low,2025-12-23,2025-12-23 08:24:24,2025-12-23 13:18:15,AGT0019,Scott Walker,AML Operations,Closed,40,Canada
CASE-108376,AML Review,Low,2025-08-17,2025-08-17 08:11:43,2025-08-17 15:37:16,AGT0022,Nancy Patel,AML Operations,Closed,40,United States
CASE-108377,AML Review,Low,2026-06-11,2026-06-12 04:14:15,2026-06-12 19:14:06,AGT0019,Scott Walker,AML Operations,Closed,40,Singapore
CASE-108378,Fraud Alert,Medium,2026-06-16,2026-06-16 03:00:10,2026-06-18 02:54:50,AGT0065,Samuel Reyes,Fraud Operations,Closed,40,Canada
CASE-108379,AML Review,Medium,2026-02-14,2026-02-14 06:16:17,2026-02-14 20:30:52,AGT0001,Kevin Edwards,AML Operations,Closed,60,United States
CASE-108380,Fraud Alert,Low,2026-05-27,2026-05-27 19:30:48,2026-05-28 00:38:55,AGT0077,Betty Mendoza,Fraud Operations,Closed,30,Germany
CASE-108381,Fraud Alert,Medium,2026-06-22,2026-06-22 11:16:00,,AGT0008,Stephen Hill,Fraud Operations,Pending,40,Japan
CASE-108382,Fraud Alert,Low,2026-04-19,2026-04-19 16:56:05,2026-04-19 22:48:12,AGT0059,Daniel Baker,Fraud Operations,Closed,30,United Arab Emirates
CASE-108383,AML Review,Low,2025-08-08,2025-08-08 03:08:28,2025-08-08 12:17:35,AGT0031,William Nguyen,AML Operations,Closed,40,India
CASE-108384,KYC Review,Medium,2026-04-14,2026-04-14 19:50:01,2026-04-15 21:56:43,AGT0012,David Ortiz,KYC Operations,Closed,50,Mexico
CASE-108385,KYC Review,Medium,2026-01-13,2026-01-14 01:44:14,2026-01-15 10:37:05,AGT0009,Jessica Sanchez,KYC Operations,Closed,50,South Africa
CASE-108386,Fraud Alert,Low,2026-06-20,2026-06-20 18:57:58,2026-06-21 00:40:47,AGT0029,Mei Thomas,Fraud Operations,Closed,30,United Kingdom
CASE-108387,Fraud Alert,Low,2025-09-07,2025-09-07 02:47:03,,AGT0017,Edward Cooper,Fraud Operations,Open,30,United States
CASE-108388,KYC Review,Low,2025-07-25,2025-07-25 18:26:10,2025-07-26 11:39:50,AGT0027,Katherine Brown,KYC Operations,Closed,32,Mexico
CASE-108389,AML Review,Low,2026-07-09,2026-07-09 05:45:13,2026-07-09 13:10:39,AGT0083,Margaret Howard,AML Operations,Closed,40,United Arab Emirates
CASE-108390,AML Review,Medium,2026-02-06,2026-02-06 06:36:19,2026-02-06 15:27:37,AGT0052,George Gutierrez,AML Operations,Closed,60,United States
CASE-108391,KYC Review,Low,2026-03-22,2026-03-22 16:29:04,,AGT0099,Joseph Reed,KYC Operations,Pending,32,United States
CASE-108392,AML Review,High,2025-07-31,2025-07-31 20:19:30,2025-08-03 16:06:26,AGT0022,Nancy Patel,AML Operations,Closed,90,United States
CASE-108393,AML Review,Low,2025-09-30,2025-09-30 04:46:29,2025-09-30 11:11:12,AGT0004,Elizabeth Wilson,AML Operations,Closed,40,United States
CASE-108394,KYC Review,Low,2025-09-23,2025-09-23 23:17:23,2025-09-24 13:17:36,AGT0039,Priya Foster,KYC Operations,Closed,32,Canada
CASE-108395,Fraud Alert,Low,2025-10-21,2025-10-21 17:51:41,2025-10-22 09:11:44,AGT0038,Timothy Peterson,Fraud Operations,Closed,30,United Kingdom
CASE-108396,AML Review,Medium,2025-12-06,2025-12-06 20:23:33,2025-12-07 23:59:51,AGT0040,Richard Castillo,AML Operations,Closed,60,United Kingdom
CASE-108397,Fraud Alert,Medium,2026-01-06,2026-01-06 23:04:47,2026-01-08 07:17:08,AGT0035,Justin Martinez,Fraud Operations,Closed,40,Australia
CASE-108398,Fraud Alert,High,2026-06-22,2026-06-23 08:06:37,2026-06-25 13:37:48,AGT0050,Paul Perez,Fraud Operations,Closed,48,United Kingdom
CASE-108399,Fraud Alert,Medium,2026-01-11,2026-01-11 20:06:10,2026-01-12 18:01:29,AGT0074,Carlos Lopez,Fraud Operations,Closed,40,United States
CASE-108400,KYC Review,High,2026-03-29,2026-03-29 02:39:54,2026-03-30 13:07:35,AGT0072,Diego Anderson,KYC Operations,Closed,75,United States
CASE-108401,KYC Review,Medium,2025-07-29,2025-07-29 13:22:37,2025-07-30 03:01:09,AGT0036,Brian Gonzalez,KYC Operations,Closed,50,India
CASE-108402,KYC Review,Medium,2026-06-25,2026-06-25 05:49:28,2026-06-25 21:08:10,AGT0006,Ronald Harris,KYC Operations,Closed,50,India
CASE-108403,KYC Review,Medium,2026-06-25,2026-06-25 20:09:53,2026-06-26 08:19:27,AGT0096,Emily Jimenez,KYC Operations,Closed,50,United States
CASE-108404,KYC Review,Medium,2026-05-25,2026-05-25 00:43:14,,AGT0081,Nicholas Ross,KYC Operations,Pending,50,United States
CASE-108405,Fraud Alert,Low,2025-10-11,2025-10-11 11:57:33,2025-10-11 17:51:53,AGT0056,Joshua Price,Fraud Operations,Closed,30,United States
CASE-108406,AML Review,High,2025-11-28,2025-11-28 08:20:25,2025-11-30 09:51:59,AGT0043,Michelle Taylor,AML Operations,Closed,90,Australia
CASE-108407,Fraud Alert,Low,2025-12-07,2025-12-07 21:28:08,2025-12-08 07:27:50,AGT0053,John Kim,Fraud Operations,Closed,30,United States
CASE-108408,Fraud Alert,Low,2026-07-19,2026-07-19 03:02:04,,AGT0047,Kathleen Myers,Fraud Operations,Pending,30,Ireland
CASE-108409,AML Review,Medium,2026-02-01,2026-02-02 03:50:12,2026-02-03 09:40:04,AGT0016,Amanda Jones,AML Operations,Closed,60,United States
CASE-108410,AML Review,High,2025-07-24,2025-07-24 05:13:28,2025-07-27 01:14:13,AGT0058,Jonathan Ward,AML Operations,Closed,90,United States
CASE-108411,AML Review,Medium,2025-12-21,2025-12-21 12:54:50,2025-12-22 03:24:35,AGT0016,Amanda Jones,AML Operations,Closed,60,United Kingdom
CASE-108412,KYC Review,Low,2025-09-30,2025-09-30 12:03:24,2025-09-30 22:29:51,AGT0081,Nicholas Ross,KYC Operations,Closed,32,United Kingdom
CASE-108413,KYC Review,High,2026-01-21,2026-01-21 09:46:48,2026-01-23 01:19:46,AGT0045,Charles Robinson,KYC Operations,Closed,75,United Kingdom
CASE-108414,KYC Review,Low,2026-02-26,2026-02-26 10:15:00,2026-02-26 17:58:47,AGT0093,Sarah Gomez,KYC Operations,Closed,32,South Africa
CASE-108415,KYC Review,Medium,2025-09-02,2025-09-02 21:36:36,2025-09-03 04:53:21,AGT0015,Larry Nelson,KYC Operations,Closed,50,Canada
CASE-108416,KYC Review,Medium,2026-01-28,2026-01-28 15:21:39,2026-01-28 22:29:39,AGT0027,Katherine Brown,KYC Operations,Closed,50,South Africa
CASE-108417,AML Review,High,2025-11-25,2025-11-25 20:39:37,,AGT0058,Jonathan Ward,AML Operations,Pending,90,Australia
CASE-108418,Fraud Alert,Low,2025-12-10,2025-12-10 21:13:48,2025-12-11 13:28:47,AGT0083,Margaret Howard,Fraud Operations,Closed,30,Australia
CASE-108419,Fraud Alert,Medium,2025-09-22,2025-09-22 15:42:24,2025-09-24 01:02:22,AGT0047,Kathleen Myers,Fraud Operations,Closed,40,India
CASE-108420,Fraud Alert,High,2026-05-11,2026-05-11 18:58:59,2026-05-13 13:26:22,AGT0047,Kathleen Myers,Fraud Operations,Closed,48,United States
CASE-108421,Fraud Alert,Low,2025-11-28,2025-11-28 21:55:58,,AGT0096,Emily Jimenez,Fraud Operations,Pending,30,Canada
CASE-108422,KYC Review,Medium,2026-07-23,2026-07-23 14:46:04,2026-07-24 08:53:31,AGT0048,Jacob Hughes,KYC Operations,Closed,50,Japan
